x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,ARCH.LM,entropy,flat_spots,arch_acf,garch_acf,arch_r2,garch_r2,alpha,beta,lumpiness,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,stability,trend,spike,linearity,curvature,e_acf1,e_acf10,unitroot_kpss,unitroot_pp,ac_9,firstzero_ac,fluctanal_prop_r1,histogram_mode,localsimple_taures,motiftwo_entro3,outlierinclude_mdrmd,sampenc,sampen_first,std1st_der,trev_num,spreadrandomlocal_meantaul,walker_propcross,avg_Ampl44,sd_Ampl44,avg_Ampl45,sd_Ampl45,avg_Ampl46,sd_Ampl46,avg_rIntensity44,sd_rIntensity44,avg_rIntensity45,sd_rIntensity45,avg_rIntensity46,sd_rIntensity46,avg_rIntensityAll,sd_rIntensityAll,avg_Intensity44,sd_Intensity44,avg_Intensity45,sd_Intensity45,avg_Intensity46,sd_Intensity46,avg_IntensityAll,sd_IntensityAll,avg_rR45CO244CO2,sd_rR45CO244CO2,avg_rR46CO244CO2,sd_rR46CO244CO2,avg_R45CO244CO2,sd_R45CO244CO2,avg_rd45CO244CO2,sd_rd45CO244CO2,avg_d45CO244CO2,sd_d45CO244CO2,avg_R46CO244CO2,sd_R46CO244CO2,avg_rd46CO244CO2,sd_rd46CO244CO2,avg_d46CO244CO2,sd_d46CO244CO2,avg_R13C12C,sd_R13C12C,avg_d13C12C,sd_d13C12C,avg_R18O16O,sd_R18O16O,avg_d18O16O,sd_d18O16O,avg_R17O16O,sd_R17O16O,avg_d17O16O,sd_d17O16O,avg_pkArea,sd_pkArea,avg_d18O13C,sd_d18O13C,avg_calib_d18O16O,sd_calib_d18O16O,biotic,Analysis
0.995077311049126,7.65989422363116,0.937508225416212,2.26874117197231,0.723942559711042,0.744535485254035,0.999476760973535,0.657409696227695,260,0.437579956858615,0.0195085301030631,0.298261400623505,0.0297500149303663,0.999899941835944,0.999899941138927,0.0785305536536002,4070.36101499471,133,3.80277486577568,1296,2.70675835460919,1291,0.0431261912003007,2.24782072612309,2.42182864824122,1.67594998293416,0.937841416268832,0.191251490028127,2.52068907788459e-07,-9.23426739736784,6.48774799009237,0.993951998062077,7.20761777308963,1.24619300787353,-129.90451730243,0.74762441248556,66,0.408163265306122,-0.25,10,0.552533512715665,-0.507910656119125,0.01150116696327,0.01150116696327,0.0987636212010484,0.000858959967816376,15.22,0.0204794042355132,3463.66441811111,492.35692163012,4076.690599,579.983252803807,4897.36567733333,696.998985237382,13439.9090822222,1924.01536257685,15818.3648277778,2265.94644884915,19017.5798122222,2723.12729365175,48275.85372,6913.08902639473,13.4399090822222,1.92401536257685,0.158183648444444,0.0226594645133699,0.0570527395555556,0.00816938188439612,13.6551454677778,1.95484420725255,1.17695598666667,0.000109727406609522,1.41500216255556,7.18203881396085e-05,0.0118284601111111,1.10276158398411e-06,23.6189332666667,0.0954317600833546,-13.0491486711111,0.0920132032353584,0.00400223111111111,2.03047066246112e-07,37.2175194544444,0.0526453845437891,-4.310638708,0.0505375656623127,0.0110255886666667,1.09038296024826e-06,-13.8290362166667,0.0975174792427597,0.001996609,1.0122129222644e-07,-4.28438680944444,0.050464254354798,0.000401435888888889,1.0517181709515e-08,19.0274131411111,0.0266491076887287,19.4500799055556,2.77877088185601,0.309811154111111,0.00294709407855579,-3.70052951684039,0.0517102521197961,biotic,2960
0.994884475162603,7.55723307644131,0.940505498606252,2.32696393642522,0.73486654454544,0.769606795947134,0.999564374253055,0.662060588455119,260,0.461372158585308,0.0152489329711118,0.31454825063326,0.0243715828168301,0.999899992125882,0.999899973988422,0.0880137030733946,4226.6869222398,133,4.01596102154981,1296,3.02354800308433,1291,0.0434089453136868,2.25878543742459,2.44548408438991,1.69743511776798,0.934870657449993,0.176336796397688,2.94191866139941e-07,-8.81326923680267,5.75623910355942,0.993831973567899,7.133961810776,1.12369856438123,-136.656344741853,0.734648381153713,64,0.408163265306122,-0.25,10,0.552896784080831,-0.0400186133085156,0.0114883880247404,0.0114883880247404,0.10070452865883,0.00103284268420118,15.35,0.0246683732836863,3703.66388088889,568.477901113831,4366.52894677778,670.444186358509,5221.46563044444,801.372367684298,14342.3461044444,2209.97960969202,16908.7132033333,2605.33412325381,20237.5060233333,3118.31678248456,51488.5653333333,7933.63047406515,14.3423461044444,2.20997960969202,0.169087131888889,0.0260533411265694,0.060712518,0.00935495043604645,14.5721457544444,2.24538789937536,1.178937144,1.36176846600294e-05,1.41103165833333,4.85608361851147e-05,0.0118485856666667,1.36949808323817e-07,25.3605674277778,0.0118437058634695,-11.3699033355556,0.0114194387498075,0.00399068411111111,1.37395819118006e-07,34.2250170722222,0.0355929102881141,-7.18332715444444,0.0341678404571683,0.0110469133333333,1.32602790317273e-07,-11.9216775244444,0.0118441230815232,0.00199083377777778,6.86436045414843e-08,-7.16448131888889,0.0341982183622253,0.000400836222222222,6.92419269261569e-09,17.5054249822222,0.0180848117276986,20.6981465666667,3.18353407965209,0.600962377111111,0.0027731752379434,-6.65173557578918,0.0350425963123415,biotic,2961
0.995083931908035,7.66623108326834,0.937241903031075,2.25827680288786,0.724102624375132,0.746585113511312,0.999470394195995,0.656743562304001,260,0.441632775061853,0.0213313510881187,0.299403384307925,0.032694511259643,0.99980897021396,0.999808927630063,0.0773034637312142,4058.53022431603,133,3.77897494430178,1296,2.67370078337862,1291,0.0437485354090435,2.24822617301839,2.42396249380006,1.67871902679161,0.938075991576378,0.192952297788881,2.47183372908906e-07,-9.30608217781583,6.59924795644567,0.993946809652407,7.20979734282929,1.26720314429672,-129.376368466541,0.748518851904206,66,0.408163265306122,-0.25,10,0.55107658634389,-0.507910656119125,0.0115077688658554,0.0115077688658554,0.098695771550796,0.000847949489328615,15.65,0.0190830812194554,3422.94952611111,477.465266049494,4028.63429066667,562.3742729265,4838.09588444444,675.381155666027,13261.7923544444,1860.76155115053,15608.1492366667,2191.6369982568,18758.2978266667,2632.36793273833,47628.23942,6684.76640409304,13.2617923544444,1.86076155115053,0.156081492333333,0.0219163699509741,0.0562748934444444,0.00789710391460464,13.4741487411111,1.8905750227207,1.17691026244444,0.000133119674146177,1.41445804344444,6.55054912490044e-05,0.0118314116666667,1.33801550813121e-06,23.8743522766667,0.115809872048539,-12.80287928,0.111661331393545,0.00400237788888889,1.85455145820117e-07,37.2555771477778,0.0480366726405584,-4.27410476988889,0.0461133788253491,0.0110285252222222,1.3278397661031e-06,-13.5663817422222,0.11876739443686,0.00199668111111111,9.22285807714645e-08,-4.24840000255556,0.0460205054790759,0.000401443,9.53939201416196e-09,19.0464169633333,0.0243019979093537,19.1906631811111,2.68975900082353,0.313163530444444,0.00300630259428243,-3.66365417049865,0.0471567839737082,biotic,2962
0.995510021780149,7.90973813511448,0.928777584938129,2.0808005741509,0.702315074583893,0.716598614461487,0.999260129658065,0.644267757594016,260,0.390435988520631,0.0155608633006603,0.262589705918602,0.0236481566569173,0.999898985930075,0.999898977337891,0.0609272438129944,3852.68849499745,133,3.39565524972836,1296,2.15182902651341,1291,0.034660015304092,2.23244217849351,2.38056967556192,1.64399441579992,0.945299271900435,0.231776793290066,1.70211290139048e-07,-10.5812921683257,8.24950218667803,0.994182155420872,7.38264965420549,1.64617545011496,-113.309448252553,0.778991187146385,70,0.489795918367347,-0.25,10,0.550345812791181,-0.514192647743136,0.0113012306897143,0.0113012306897143,0.0942712254284853,0.000496981213135167,15.32,0.0186176402141029,2822.04150411111,406.382202956206,3329.71632177778,479.798166993788,3982.47575077778,573.747281261595,10931.0956,1584.80517007949,12897.9306844444,1871.9055114196,15437.4874277778,2238.30208141725,39266.5137144444,5695.01272929068,10.9310956,1.58480517007949,0.128979306888889,0.0187190551189922,0.0463124622222222,0.00671490624875362,11.106387368,1.61023913107095,1.17990736622222,0.000179086497610607,1.412252579,4.15339704188218e-05,0.0118581355555556,1.79987423943375e-06,26.1870049733333,0.155754771794891,-10.5730704433333,0.150175324549754,0.00399402788888889,1.17596178131222e-07,35.0915843266667,0.030441740022484,-6.35145555688889,0.0292229123657758,0.0110561171111111,1.79598736385071e-06,-11.0984557555556,0.160639826271905,0.00199250011111111,5.84004375934752e-08,-6.33353877033333,0.0291403269626022,0.000401009333333333,5.91607978309923e-09,17.9447563677778,0.0154038002723018,15.7979935333333,2.28621071555257,0.570764188555556,0.00784079793026922,-5.80027647405,0.0298598220335378,biotic,2963
0.994853557273019,7.54179732561409,0.940996149544598,2.33314685414699,0.737471572424029,0.777346938562798,0.999575237083376,0.662704450568602,260,0.462371365615306,0.0235460697777134,0.31573608840742,0.0369623636343273,0.999899996861127,0.999899993617295,0.0907107761397664,4153.39581944598,133,4.02693182285483,1296,3.04245279240812,1291,0.0439856437745832,2.26092286994439,2.45439011380666,1.7069823769719,0.933966008231456,0.174324658170906,2.98812208502679e-07,-8.78015309105639,5.68199208770459,0.993810265298234,7.12232838359891,1.1132466605016,-137.612597972106,0.732733886953668,64,0.408163265306122,-0.25,10,0.553622177429102,-0.0218706375058167,0.0115098610862071,0.0115098610862071,0.101011533974647,0.00105977037050886,15.19,0.0209448452408657,3732.71033711111,568.475801560096,4403.28975866667,670.411680935863,5275.77428566667,804.173719764896,14453.1764733333,2221.87274697844,17049.3248477778,2620.59398770902,20443.03174,3142.86387335105,51945.53306,7985.33051590909,14.4531764733333,2.22187274697844,0.170493248555556,0.0262059400232511,0.0613290951111111,0.00942859155692239,14.6849988177778,2.25750727830781,1.17962835066667,3.94642370000474e-05,1.41443000088889,5.51159975856318e-05,0.011859052,3.96731962413039e-07,26.2663101788889,0.0343335803492947,-10.4966061055556,0.0331036839015714,0.00400215688888889,1.55926620918703e-07,37.1982310388889,0.0404164778815757,-4.32915485422222,0.0387982815357662,0.0110561907777778,4.03003032798274e-07,-11.09186659,0.0360320578918859,0.00199655955555556,7.79809449659813e-08,-4.30904238833333,0.0388724218496259,0.000401430666666667,8.09320702812814e-09,19.0143930477778,0.0205279906153818,20.9159922211111,3.20945623430972,0.388494320444444,0.00416826624069211,-3.72579385923096,0.0398322091557885,biotic,2965
0.994864245042151,7.54531263387374,0.94098881548637,2.33644488535843,0.737090783737752,0.775283317511256,0.999576933185088,0.662395869876887,261,0.467330518186625,0.0237172279918525,0.316324624278431,0.0357529972640541,0.999899992894859,0.999899971487195,0.0896522892895048,4088.99097779683,4038,4.04550391105164,1296,3.07215257758975,1291,0.0431111726161213,2.26075466455534,2.45522640489183,1.70857140212207,0.934478999930973,0.174790184452982,2.999840878435e-07,-8.78623322478512,5.67496917573931,0.993819656650137,7.1249921822169,1.11398132145697,-137.471049447754,0.73310389782244,64,0.408163265306122,-0.25,10,0.553259672181557,-0.0226849697533737,0.0114961804969927,0.0114961804969927,0.100905999791953,0.00106006629907701,15.45,0.0218757272515709,3722.90870222222,577.590403655212,4388.85720155556,681.198796432399,5248.57028488889,813.905189575095,14403.3137633333,2242.98776746908,16979.8416566667,2643.90473196857,20322.3205277778,3164.33250605247,51705.4759488889,8051.22498614053,14.4033137633333,2.24298776746908,0.169798416555556,0.0264390474637065,0.0609669615555556,0.00949299735730066,14.6340791433333,2.27891981227417,1.17888736666667,2.7251655179069e-05,1.41095177,3.96024374628794e-05,0.0118511665555556,2.73927960927173e-07,25.5839049155556,0.0237077495592658,-11.1545662444444,0.0228584927399876,0.00399206822222222,1.12144747734616e-07,34.58365283,0.0290385842440253,-6.83905047022222,0.0278759376433777,0.0110493507777778,2.67767519397634e-07,-11.7036672,0.0239543274529197,0.00199152377777778,5.59928070777624e-08,-6.820315067,0.0278789183007258,0.000400907777777778,5.8261860976482e-09,17.6874122866667,0.0147404637524443,20.7926380266667,3.23242146265985,0.582750199555556,0.00204483195814441,-6.29907161822478,0.0285672683088137,biotic,2966
0.995096723493575,7.67197465153176,0.937189991745845,2.25749617818948,0.724197533467077,0.746917037928899,0.999472625683023,0.656734009011164,260,0.443073390833627,0.0204290755551944,0.299168787707596,0.0315549479027503,0.999899998973644,0.999865794918681,0.0763406395922924,4071.80706837292,133,3.78111306734316,1296,2.67469275760803,1291,0.0431857598439453,2.24839211878535,2.42754472393782,1.68344552832007,0.938465388900082,0.19400250547925,2.45956961341918e-07,-9.33248002691584,6.63418482205494,0.99395436570707,7.21333296308819,1.2746624825356,-129.027155680898,0.74921310639091,66,0.408163265306122,-0.25,10,0.552169857673616,-0.50814332247557,0.0113622382127072,0.0113622382127072,0.0985662029851944,0.000840462366737451,14.88,0.0190830812194554,3388.75330222222,480.820530170481,3987.86562177778,566.081369250978,4789.60013611111,679.930928349464,13110.9373488889,1867.43751587281,15428.6095755556,2199.25990022902,18545.04846,2641.72865068269,47084.5953866667,6708.42602903545,13.1109373488889,1.86743751587281,0.154286095666667,0.0219925990992778,0.0556351455555556,0.00792518598322322,13.3208585911111,1.89735530120815,1.176757149,0.000136024804421867,1.41446869677778,4.6759219609004e-05,0.0118292284444444,1.36723179372694e-06,23.6854212188889,0.118330823721202,-12.98504245,0.114091975133239,0.00400194466666667,1.32485848300742e-07,37.1432616188889,0.0342856552695601,-4.38192340444444,0.0329129249923905,0.0110263865555556,1.3603736721129e-06,-13.7576544955556,0.121664957825384,0.00199646566666667,6.58843684040261e-08,-4.35590926111111,0.0328069859325008,0.000401421,6.89202437604744e-09,18.9896430322222,0.0173253047679843,18.9760795855556,2.69723536173461,0.316629379777778,0.0025653658951975,-3.77381790790443,0.0336170133800643,biotic,2968
0.994296872193552,7.22983631484423,0.950137570003562,2.55264116106395,0.772404913324994,0.874392768336985,0.999784503934909,0.675005056242557,260,0.536514056545877,0.0228785701203439,0.353679853118789,0.0368864606556694,0.999899931493691,0.999899907265747,0.124173984281152,4151.57883856663,991,4.43450826693454,1296,3.70458579113002,1291,0.0350367637319367,2.29746438320777,2.53323968696678,1.78311641299025,0.924917721294015,0.125689096305979,4.55688548022282e-07,-6.524967982859,3.19552493973175,0.993532210050509,6.92029912850851,0.613962963218684,-159.564711947111,0.69132701573112,55,0.408163265306122,-0.25,10,0.555789191880205,0.00977198697068404,0.0114141030860289,0.0114141030860289,0.106412544872471,0.00167230970652408,15.43,0.0190830812194554,4951.15512011111,668.072462743969,5846.58824544444,790.227451375631,6987.38271411111,942.782781651049,19143.8523455556,2599.63662419199,22605.1848366667,3074.33254865728,27039.2663577778,3672.88162644278,68788.30354,9346.8507072429,19.1438523455556,2.59963662419199,0.226051848555556,0.0307433255749592,0.0811177991111111,0.011018644899653,19.4510219911111,2.64139859244742,1.180776941,0.000246043825047513,1.41241879766667,7.15174883402422e-05,0.0118673581111111,2.47283422637077e-06,26.9851088466667,0.213997460668288,-9.80355624866667,0.206331643348357,0.00399405366666667,2.02139803106793e-07,35.0982359744444,0.0524119825617612,-6.34507022855556,0.0503135077416485,0.0110653377777778,2.4571437573826e-06,-10.2737282127778,0.219789104624605,0.001992509,1.00259662875956e-07,-6.32898826822222,0.0500013352411992,0.000401010222222222,1.03775933840404e-08,17.9471616055556,0.0264309844307573,27.65512231,3.75133666441684,0.616217585111111,0.0100719559629322,-5.79561361685642,0.0512359032092392,biotic,2970
0.99491784497005,7.57322549329217,0.940013306539131,2.32235412960297,0.731959114273137,0.760323933912733,0.999549220266795,0.661386189611181,260,0.463064291006696,0.01377675051425,0.313879653316753,0.0219446410200798,0.99989999031549,0.999899868074633,0.0857008387772275,3929.55155331572,133,4.00375932212614,1296,3.00155867976404,1291,0.0426387931217523,2.25615540206408,2.4368801026969,1.68850656199735,0.93572958931228,0.178557393086988,2.89775423989306e-07,-8.8870372607638,5.83775285864094,0.993855358508139,7.14566751544939,1.1421871535273,-135.690058725767,0.736601461217422,64,0.408163265306122,-0.25,10,0.553259672181557,-0.120521172638437,0.0114868636083621,0.0114868636083621,0.10037184630706,0.00101158253415313,15.5,0.0223411682569234,3668.62199822222,566.960732001533,4324.59293244444,668.410644298008,5175.04329922222,799.261668952892,14196.9555211111,2216.54443926784,16736.0166822222,2612.74482752826,20042.6327044444,3129.15682929361,50975.6049066667,7958.44605480723,14.1969555211111,2.21654443926784,0.167360166777778,0.0261274483809351,0.0601278981111111,0.00938747035598959,14.4244435866667,2.25205935770279,1.17884756877778,2.39491041678616e-05,1.41175669333333,4.320688697418e-05,0.0118484335555556,2.40693846572337e-07,25.3474125344444,0.0208307386382813,-11.3825869922222,0.0200845394932275,0.00399236977777778,1.2220042734952e-07,34.6618321944444,0.0316659425428028,-6.76400125333333,0.0303981014096861,0.0110465864444444,2.40213504570321e-07,-11.9509188055556,0.0214783319402224,0.00199167566666667,6.10716791975004e-08,-6.744631781,0.0304303707755583,0.000400923666666667,6.4420493633574e-09,17.7274277688889,0.0160888209248946,20.5064312044444,3.19605280968491,0.564362483444444,0.00272420248836826,-6.22151965891514,0.0311817179312663,biotic,2972
0.994873925309686,7.55205887715379,0.940466949832111,2.32914024372588,0.734035279777119,0.765884567359982,0.999560903908599,0.662285313200926,260,0.469094485936993,0.01445270866438,0.317377673693365,0.0226590225468981,0.999899990999362,0.999899917878434,0.0863537671528413,3952.13313166705,133,4.02853382445381,1296,3.02928055200014,1291,0.0428062478335979,2.25887709052304,2.44082772844925,1.69219607031482,0.935403314596487,0.175793671150912,2.97540053292031e-07,-8.80133369360188,5.71571273845943,0.993823452861514,7.12967360681402,1.1193117049869,-137.031001484299,0.733967153178346,64,0.408163265306122,-0.25,10,0.552533512715665,-0.0416472778036296,0.0114826803790673,0.0114826803790673,0.100809954608151,0.00104628493757541,15.78,0.0209448452408657,3716.21650222222,579.667995013465,4382.25416855556,683.64028802696,5240.42172033333,816.993169336094,14374.52425,2244.87698006339,16950.3288322222,2647.09840641855,20285.4647911111,3167.90014613252,51610.3178733333,8059.87546286815,14.37452425,2.24487698006339,0.169503288333333,0.0264709841732514,0.0608563943333333,0.00950370031752058,14.6048839333333,2.28085166731986,1.17919271633333,1.36889509185447e-05,1.41121069577778,5.33167175161175e-05,0.0118524203333333,1.37481816979767e-07,25.6924064266667,0.0119069971370579,-11.0499514788889,0.0114804652203827,0.00399177055555556,1.50691000984674e-07,34.5065644644444,0.0390844456729543,-6.91305236944444,0.0375195801935299,0.0110506354444444,1.4532903281124e-07,-11.5887532188889,0.01298386952225,0.00199137488888889,7.52037971855218e-08,-6.89465439211111,0.0375757863816908,0.000400892333333333,7.95298686029227e-09,17.6481058588889,0.0198682506665182,20.75314784,3.23644053614894,0.594945945,0.00363727473022105,-6.37524643331041,0.0385035588505054,biotic,2973
