Analysis,x_acf1,x_acf10,diff1_acf1,diff1_acf10,diff2_acf1,diff2_acf10,ARCH.LM,entropy,flat_spots,arch_acf,garch_acf,arch_r2,garch_r2,alpha,beta,lumpiness,max_kl_shift,time_kl_shift,max_level_shift,time_level_shift,max_var_shift,time_var_shift,nonlinearity,x_pacf5,diff1x_pacf5,diff2x_pacf5,stability,trend,spike,linearity,curvature,e_acf1,e_acf10,unitroot_kpss,unitroot_pp,ac_9,firstzero_ac,fluctanal_prop_r1,histogram_mode,localsimple_taures,motiftwo_entro3,outlierinclude_mdrmd,sampenc,sampen_first,std1st_der,trev_num,spreadrandomlocal_meantaul,walker_propcross,avg_Ampl44,sd_Ampl44,avg_Ampl45,sd_Ampl45,avg_Ampl46,sd_Ampl46,avg_rIntensity44,sd_rIntensity44,avg_rIntensity45,sd_rIntensity45,avg_rIntensity46,sd_rIntensity46,avg_rIntensityAll,sd_rIntensityAll,avg_Intensity44,sd_Intensity44,avg_Intensity45,sd_Intensity45,avg_Intensity46,sd_Intensity46,avg_IntensityAll,sd_IntensityAll,avg_rR45CO244CO2,sd_rR45CO244CO2,avg_rR46CO244CO2,sd_rR46CO244CO2,avg_R45CO244CO2,sd_R45CO244CO2,avg_rd45CO244CO2,sd_rd45CO244CO2,avg_d45CO244CO2,sd_d45CO244CO2,avg_R46CO244CO2,sd_R46CO244CO2,avg_rd46CO244CO2,sd_rd46CO244CO2,avg_d46CO244CO2,sd_d46CO244CO2,avg_R13C12C,sd_R13C12C,avg_d13C12C,sd_d13C12C,avg_R18O16O,sd_R18O16O,avg_d18O16O,sd_d18O16O,avg_R17O16O,sd_R17O16O,avg_d17O16O,sd_d17O16O,avg_pkArea,sd_pkArea,avg_d18O13C,sd_d18O13C,avg_calib_d18O16O,sd_calib_d18O16O,biotic,dataset,pred
2961,0.994892643892485,7.56205937631473,0.940348074227005,2.32307848377688,0.734317482936473,0.768712115922022,0.999558832251419,0.661853430373406,260,0.470711065346054,0.0185556121913256,0.318128539196975,0.0286546729325349,0.999899992040034,0.99989740407261,0.0889617171250669,4206.86174864629,133,3.99369925336236,1296,2.9928632378497,1291,0.0437284630411134,2.2579704132613,2.4435914515063,1.69541643475158,0.934654712040314,0.176860514285184,2.91596848621079e-07,-8.82682980843795,5.78516581533872,0.993837824323433,7.1379175267427,1.12776553579851,-136.317668862879,0.735280886246185,64,0.408163265306122,-0.25,10,0.552896784080831,-0.00558399255467656,0.0114325291948578,0.0114325291948578,0.100622620942449,0.00102329072735499,15.18,0.0204794042355132,3701.88684522222,561.627200360061,4364.087682,661.93543699784,5219.760357,792.089920556002,14350.0264944444,2196.98884204194,16916.8092311111,2589.43544951043,20247.7153622222,3099.44698975036,51514.5510877778,7885.87120774914,14.3500264944444,2.19698884204194,0.169168092333333,0.025894354504795,0.0607431461111111,0.00929834087383134,14.5799377333333,2.23218153607099,1.17887469811111,4.7295325076726e-05,1.41099284733333,6.34417460017406e-05,0.0118481013333333,4.75245199870442e-07,25.3186351388889,0.0411348694000023,-11.4103335266667,0.0396613350024036,0.00399088033333333,1.79431045251331e-07,34.2758518611111,0.0465036692761715,-7.13452769122222,0.0446417552300589,0.0110464084444444,4.65395291959154e-07,-11.96684183,0.0416219575138817,0.00199093211111111,8.96555135566714e-08,-7.11552770011111,0.0446418798027781,0.000400846333333333,9.28708781049587e-09,17.5313123066667,0.0236070966601246,20.7095828422222,3.16444364636998,0.594604007222222,0.00317916628608444,-6.60157325789624,0.0457441190644245,biotic,microbial_mud,biotic
2962,0.995356414926862,7.82182851978257,0.931846162460379,2.1451991659971,0.709178032312145,0.723340985434706,0.999326251022755,0.648729344465584,260,0.418988460120374,0.0142832284033311,0.27998895385395,0.0218040401264188,0.999899977972045,0.999899930532977,0.0662274785783205,3851.61624343326,133,3.54727925080717,1296,2.35246570088461,1291,0.0382594579472788,2.237391613017,2.39229569110267,1.65183363026862,0.942804501504577,0.217596341530184,1.95878855976375e-07,-10.1306677625626,7.64441876358008,0.994096077397516,7.31927342818147,1.50576961100905,-119.064270670029,0.768096066302948,69,0.469387755102041,-0.25,10,0.55107658634389,-0.512563983248022,0.0113620360173334,0.0113620360173334,0.0958889232301326,0.000616501288710466,14.66,0.022806609262276,3033.01761966667,437.677656594544,3579.03906744444,516.970065733728,4278.66972333333,617.488429341541,11752.3986512222,1705.14292828055,13868.28761,2013.93687451473,16592.6848944444,2407.07942523668,42213.3711555556,6126.1591900617,11.7523986512222,1.70514292828055,0.138682876,0.0201393687901557,0.0497780547777778,0.0072212383351102,11.9408595814444,1.73250353541917,1.18001923222222,0.000153830799694667,1.41185914233333,4.95654423918689e-05,0.0118597222222222,1.54623153002567e-06,26.3243235266667,0.13379470872799,-10.4406709144444,0.129001914243149,0.00399341444444444,1.40161613067746e-07,34.9325655133333,0.0363328746436301,-6.50410756855556,0.0348781796951419,0.0110577675555556,1.55510032723876e-06,-10.9508220488889,0.139097554681207,0.00199219288888889,7.04067547264235e-08,-6.48668720666667,0.0351089791749347,0.000400977444444444,7.29916281349413e-09,17.8637978988889,0.0185600330606627,16.9749248388889,2.45769713594036,0.592454718222222,0.00983973832132181,-5.95720625248031,0.0359758444470491,biotic,microbial_mud,biotic
2963,0.994884475162603,7.55723307644131,0.940505498606252,2.32696393642522,0.73486654454544,0.769606795947134,0.999564374253055,0.662060588455119,260,0.461372158585308,0.0152489329711118,0.31454825063326,0.0243715828168301,0.999899992125882,0.999899973988422,0.0880137030733946,4226.6869222398,133,4.01596102154981,1296,3.02354800308433,1291,0.0434089453136868,2.25878543742459,2.44548408438991,1.69743511776798,0.934870657449993,0.176336796397688,2.94191866139941e-07,-8.81326923680267,5.75623910355942,0.993831973567899,7.133961810776,1.12369856438123,-136.656344741853,0.734648381153713,64,0.408163265306122,-0.25,10,0.552896784080831,-0.0400186133085156,0.0114883880247404,0.0114883880247404,0.10070452865883,0.00103284268420118,15.35,0.0246683732836863,3703.66388088889,568.477901113831,4366.52894677778,670.444186358509,5221.46563044444,801.372367684298,14342.3461044444,2209.97960969202,16908.7132033333,2605.33412325381,20237.5060233333,3118.31678248456,51488.5653333333,7933.63047406515,14.3423461044444,2.20997960969202,0.169087131888889,0.0260533411265694,0.060712518,0.00935495043604645,14.5721457544444,2.24538789937536,1.178937144,1.36176846600294e-05,1.41103165833333,4.85608361851147e-05,0.0118485856666667,1.36949808323817e-07,25.3605674277778,0.0118437058634695,-11.3699033355556,0.0114194387498075,0.00399068411111111,1.37395819118006e-07,34.2250170722222,0.0355929102881141,-7.18332715444444,0.0341678404571683,0.0110469133333333,1.32602790317273e-07,-11.9216775244444,0.0118441230815232,0.00199083377777778,6.86436045414843e-08,-7.16448131888889,0.0341982183622253,0.000400836222222222,6.92419269261569e-09,17.5054249822222,0.0180848117276986,20.6981465666667,3.18353407965209,0.600962377111111,0.0027731752379434,-6.65173557578918,0.0350425963123415,biotic,microbial_mud,biotic
2965,0.995083931908035,7.66623108326834,0.937241903031075,2.25827680288786,0.724102624375132,0.746585113511312,0.999470394195995,0.656743562304001,260,0.441632775061853,0.0213313510881187,0.299403384307925,0.032694511259643,0.99980897021396,0.999808927630063,0.0773034637312142,4058.53022431603,133,3.77897494430178,1296,2.67370078337862,1291,0.0437485354090435,2.24822617301839,2.42396249380006,1.67871902679161,0.938075991576378,0.192952297788881,2.47183372908906e-07,-9.30608217781583,6.59924795644567,0.993946809652407,7.20979734282929,1.26720314429672,-129.376368466541,0.748518851904206,66,0.408163265306122,-0.25,10,0.55107658634389,-0.507910656119125,0.0115077688658554,0.0115077688658554,0.098695771550796,0.000847949489328615,15.65,0.0190830812194554,3422.94952611111,477.465266049494,4028.63429066667,562.3742729265,4838.09588444444,675.381155666027,13261.7923544444,1860.76155115053,15608.1492366667,2191.6369982568,18758.2978266667,2632.36793273833,47628.23942,6684.76640409304,13.2617923544444,1.86076155115053,0.156081492333333,0.0219163699509741,0.0562748934444444,0.00789710391460464,13.4741487411111,1.8905750227207,1.17691026244444,0.000133119674146177,1.41445804344444,6.55054912490044e-05,0.0118314116666667,1.33801550813121e-06,23.8743522766667,0.115809872048539,-12.80287928,0.111661331393545,0.00400237788888889,1.85455145820117e-07,37.2555771477778,0.0480366726405584,-4.27410476988889,0.0461133788253491,0.0110285252222222,1.3278397661031e-06,-13.5663817422222,0.11876739443686,0.00199668111111111,9.22285807714645e-08,-4.24840000255556,0.0460205054790759,0.000401443,9.53939201416196e-09,19.0464169633333,0.0243019979093537,19.1906631811111,2.68975900082353,0.313163530444444,0.00300630259428243,-3.66365417049865,0.0471567839737082,biotic,microbial_mud,biotic
2966,0.995510021780149,7.90973813511448,0.928777584938129,2.0808005741509,0.702315074583893,0.716598614461487,0.999260129658065,0.644267757594016,260,0.390435988520631,0.0155608633006603,0.262589705918602,0.0236481566569173,0.999898985930075,0.999898977337891,0.0609272438129944,3852.68849499745,133,3.39565524972836,1296,2.15182902651341,1291,0.034660015304092,2.23244217849351,2.38056967556192,1.64399441579992,0.945299271900435,0.231776793290066,1.70211290139048e-07,-10.5812921683257,8.24950218667803,0.994182155420872,7.38264965420549,1.64617545011496,-113.309448252553,0.778991187146385,70,0.489795918367347,-0.25,10,0.550345812791181,-0.514192647743136,0.0113012306897143,0.0113012306897143,0.0942712254284853,0.000496981213135167,15.32,0.0186176402141029,2822.04150411111,406.382202956206,3329.71632177778,479.798166993788,3982.47575077778,573.747281261595,10931.0956,1584.80517007949,12897.9306844444,1871.9055114196,15437.4874277778,2238.30208141725,39266.5137144444,5695.01272929068,10.9310956,1.58480517007949,0.128979306888889,0.0187190551189922,0.0463124622222222,0.00671490624875362,11.106387368,1.61023913107095,1.17990736622222,0.000179086497610607,1.412252579,4.15339704188218e-05,0.0118581355555556,1.79987423943375e-06,26.1870049733333,0.155754771794891,-10.5730704433333,0.150175324549754,0.00399402788888889,1.17596178131222e-07,35.0915843266667,0.030441740022484,-6.35145555688889,0.0292229123657758,0.0110561171111111,1.79598736385071e-06,-11.0984557555556,0.160639826271905,0.00199250011111111,5.84004375934752e-08,-6.33353877033333,0.0291403269626022,0.000401009333333333,5.91607978309923e-09,17.9447563677778,0.0154038002723018,15.7979935333333,2.28621071555257,0.570764188555556,0.00784079793026922,-5.80027647405,0.0298598220335378,biotic,microbial_mud,biotic
2968,0.994853557273019,7.54179732561409,0.940996149544598,2.33314685414699,0.737471572424029,0.777346938562798,0.999575237083376,0.662704450568602,260,0.462371365615306,0.0235460697777134,0.31573608840742,0.0369623636343273,0.999899996861127,0.999899993617295,0.0907107761397664,4153.39581944598,133,4.02693182285483,1296,3.04245279240812,1291,0.0439856437745832,2.26092286994439,2.45439011380666,1.7069823769719,0.933966008231456,0.174324658170906,2.98812208502679e-07,-8.78015309105639,5.68199208770459,0.993810265298234,7.12232838359891,1.1132466605016,-137.612597972106,0.732733886953668,64,0.408163265306122,-0.25,10,0.553622177429102,-0.0218706375058167,0.0115098610862071,0.0115098610862071,0.101011533974647,0.00105977037050886,15.19,0.0209448452408657,3732.71033711111,568.475801560096,4403.28975866667,670.411680935863,5275.77428566667,804.173719764896,14453.1764733333,2221.87274697844,17049.3248477778,2620.59398770902,20443.03174,3142.86387335105,51945.53306,7985.33051590909,14.4531764733333,2.22187274697844,0.170493248555556,0.0262059400232511,0.0613290951111111,0.00942859155692239,14.6849988177778,2.25750727830781,1.17962835066667,3.94642370000474e-05,1.41443000088889,5.51159975856318e-05,0.011859052,3.96731962413039e-07,26.2663101788889,0.0343335803492947,-10.4966061055556,0.0331036839015714,0.00400215688888889,1.55926620918703e-07,37.1982310388889,0.0404164778815757,-4.32915485422222,0.0387982815357662,0.0110561907777778,4.03003032798274e-07,-11.09186659,0.0360320578918859,0.00199655955555556,7.79809449659813e-08,-4.30904238833333,0.0388724218496259,0.000401430666666667,8.09320702812814e-09,19.0143930477778,0.0205279906153818,20.9159922211111,3.20945623430972,0.388494320444444,0.00416826624069211,-3.72579385923096,0.0398322091557885,biotic,microbial_mud,biotic
2970,0.995147039289487,7.70106905896298,0.936240183777734,2.23544762068569,0.721650577790355,0.742981720296924,0.999444505681763,0.654994826829773,260,0.442017875511218,0.0236688189914619,0.297099942675321,0.0366747367733552,0.999899996041774,0.954342926306509,0.0742660598129044,4133.26157491594,133,3.71228348889815,1296,2.58087933011562,1291,0.0431599152860369,2.24598870940682,2.42239145338424,1.67901932342227,0.939166687229721,0.198649145340657,2.33614261361251e-07,-9.45988344247435,6.86824806053469,0.993980431040002,7.23330998317279,1.31428555877233,-127.048025774178,0.752928263106457,67,0.408163265306122,-0.25,10,0.551441394903152,-0.50860865518846,0.0115013386933357,0.0115013386933357,0.0980522952457602,0.000791321431049086,15.32,0.0190830812194554,3316.24128544444,455.881317289616,3903.96772544444,537.177432612905,4689.41225666667,645.285903892266,12838.9127088889,1780.45474029091,15114.1833122222,2097.77049732296,18169.4962433333,2519.84333801171,46122.5922655556,6398.06851304921,12.8389127088889,1.78045474029091,0.151141833222222,0.0209777049925324,0.0545084887777778,0.00755953001419254,13.04456303,1.80899197244444,1.17719942155556,0.00014283270403967,1.41518792155556,4.64131367990419e-05,0.0118313226666667,1.43548833154412e-06,23.86666205,0.124228404881023,-12.8102940277778,0.119778294170857,0.00400187588888889,1.31149194092392e-07,37.1254554166667,0.0340140030943542,-4.39901668166667,0.0326521474149108,0.0110284884444444,1.43225400253508e-06,-13.5696767455556,0.12811261618581,0.00199643033333333,6.56563020585297e-08,-4.37344150511111,0.0326205086402769,0.000401417222222222,6.96020433926982e-09,18.9803842333333,0.0172270413184711,18.5908931722222,2.57256507395546,0.322316054333333,0.00342020771772899,-3.79178303528136,0.0334259318329615,biotic,microbial_mud,biotic
2972,0.994864245042151,7.54531263387374,0.94098881548637,2.33644488535843,0.737090783737752,0.775283317511256,0.999576933185088,0.662395869876887,261,0.467330518186625,0.0237172279918525,0.316324624278431,0.0357529972640541,0.999899992894859,0.999899971487195,0.0896522892895048,4088.99097779683,4038,4.04550391105164,1296,3.07215257758975,1291,0.0431111726161213,2.26075466455534,2.45522640489183,1.70857140212207,0.934478999930973,0.174790184452982,2.999840878435e-07,-8.78623322478512,5.67496917573931,0.993819656650137,7.1249921822169,1.11398132145697,-137.471049447754,0.73310389782244,64,0.408163265306122,-0.25,10,0.553259672181557,-0.0226849697533737,0.0114961804969927,0.0114961804969927,0.100905999791953,0.00106006629907701,15.45,0.0218757272515709,3722.90870222222,577.590403655212,4388.85720155556,681.198796432399,5248.57028488889,813.905189575095,14403.3137633333,2242.98776746908,16979.8416566667,2643.90473196857,20322.3205277778,3164.33250605247,51705.4759488889,8051.22498614053,14.4033137633333,2.24298776746908,0.169798416555556,0.0264390474637065,0.0609669615555556,0.00949299735730066,14.6340791433333,2.27891981227417,1.17888736666667,2.7251655179069e-05,1.41095177,3.96024374628794e-05,0.0118511665555556,2.73927960927173e-07,25.5839049155556,0.0237077495592658,-11.1545662444444,0.0228584927399876,0.00399206822222222,1.12144747734616e-07,34.58365283,0.0290385842440253,-6.83905047022222,0.0278759376433777,0.0110493507777778,2.67767519397634e-07,-11.7036672,0.0239543274529197,0.00199152377777778,5.59928070777624e-08,-6.820315067,0.0278789183007258,0.000400907777777778,5.8261860976482e-09,17.6874122866667,0.0147404637524443,20.7926380266667,3.23242146265985,0.582750199555556,0.00204483195814441,-6.29907161822478,0.0285672683088137,biotic,microbial_mud,biotic
2973,0.995096723493575,7.67197465153176,0.937189991745845,2.25749617818948,0.724197533467077,0.746917037928899,0.999472625683023,0.656734009011164,260,0.443073390833627,0.0204290755551944,0.299168787707596,0.0315549479027503,0.999899998973644,0.999865794918681,0.0763406395922924,4071.80706837292,133,3.78111306734316,1296,2.67469275760803,1291,0.0431857598439453,2.24839211878535,2.42754472393782,1.68344552832007,0.938465388900082,0.19400250547925,2.45956961341918e-07,-9.33248002691584,6.63418482205494,0.99395436570707,7.21333296308819,1.2746624825356,-129.027155680898,0.74921310639091,66,0.408163265306122,-0.25,10,0.552169857673616,-0.50814332247557,0.0113622382127072,0.0113622382127072,0.0985662029851944,0.000840462366737451,14.88,0.0190830812194554,3388.75330222222,480.820530170481,3987.86562177778,566.081369250978,4789.60013611111,679.930928349464,13110.9373488889,1867.43751587281,15428.6095755556,2199.25990022902,18545.04846,2641.72865068269,47084.5953866667,6708.42602903545,13.1109373488889,1.86743751587281,0.154286095666667,0.0219925990992778,0.0556351455555556,0.00792518598322322,13.3208585911111,1.89735530120815,1.176757149,0.000136024804421867,1.41446869677778,4.6759219609004e-05,0.0118292284444444,1.36723179372694e-06,23.6854212188889,0.118330823721202,-12.98504245,0.114091975133239,0.00400194466666667,1.32485848300742e-07,37.1432616188889,0.0342856552695601,-4.38192340444444,0.0329129249923905,0.0110263865555556,1.3603736721129e-06,-13.7576544955556,0.121664957825384,0.00199646566666667,6.58843684040261e-08,-4.35590926111111,0.0328069859325008,0.000401421,6.89202437604744e-09,18.9896430322222,0.0173253047679843,18.9760795855556,2.69723536173461,0.316629379777778,0.0025653658951975,-3.77381790790443,0.0336170133800643,biotic,microbial_mud,biotic
2975,0.994296872193552,7.22983631484423,0.950137570003562,2.55264116106395,0.772404913324994,0.874392768336985,0.999784503934909,0.675005056242557,260,0.536514056545877,0.0228785701203439,0.353679853118789,0.0368864606556694,0.999899931493691,0.999899907265747,0.124173984281152,4151.57883856663,991,4.43450826693454,1296,3.70458579113002,1291,0.0350367637319367,2.29746438320777,2.53323968696678,1.78311641299025,0.924917721294015,0.125689096305979,4.55688548022282e-07,-6.524967982859,3.19552493973175,0.993532210050509,6.92029912850851,0.613962963218684,-159.564711947111,0.69132701573112,55,0.408163265306122,-0.25,10,0.555789191880205,0.00977198697068404,0.0114141030860289,0.0114141030860289,0.106412544872471,0.00167230970652408,15.43,0.0190830812194554,4951.15512011111,668.072462743969,5846.58824544444,790.227451375631,6987.38271411111,942.782781651049,19143.8523455556,2599.63662419199,22605.1848366667,3074.33254865728,27039.2663577778,3672.88162644278,68788.30354,9346.8507072429,19.1438523455556,2.59963662419199,0.226051848555556,0.0307433255749592,0.0811177991111111,0.011018644899653,19.4510219911111,2.64139859244742,1.180776941,0.000246043825047513,1.41241879766667,7.15174883402422e-05,0.0118673581111111,2.47283422637077e-06,26.9851088466667,0.213997460668288,-9.80355624866667,0.206331643348357,0.00399405366666667,2.02139803106793e-07,35.0982359744444,0.0524119825617612,-6.34507022855556,0.0503135077416485,0.0110653377777778,2.4571437573826e-06,-10.2737282127778,0.219789104624605,0.001992509,1.00259662875956e-07,-6.32898826822222,0.0500013352411992,0.000401010222222222,1.03775933840404e-08,17.9471616055556,0.0264309844307573,27.65512231,3.75133666441684,0.616217585111111,0.0100719559629322,-5.79561361685642,0.0512359032092392,biotic,microbial_mud,biotic
