time_kl_shift,fluctanal_prop_r1,motiftwo_entro3,walker_propcross,avg_rR45CO244CO2,avg_rR46CO244CO2,avg_R45CO244CO2,avg_rd45CO244CO2,avg_d45CO244CO2,sd_d18O13C,biotic,pred
133,0.408163265306122,0.552533512715665,0.0204794042355132,1.17695598666667,1.41500216255556,0.0118284601111111,23.6189332666667,-13.0491486711111,0.00294709407855579,biotic,biotic
133,0.408163265306122,0.552896784080831,0.0246683732836863,1.178937144,1.41103165833333,0.0118485856666667,25.3605674277778,-11.3699033355556,0.0027731752379434,biotic,biotic
133,0.408163265306122,0.55107658634389,0.0190830812194554,1.17691026244444,1.41445804344444,0.0118314116666667,23.8743522766667,-12.80287928,0.00300630259428243,biotic,biotic
133,0.489795918367347,0.550345812791181,0.0186176402141029,1.17990736622222,1.412252579,0.0118581355555556,26.1870049733333,-10.5730704433333,0.00784079793026922,biotic,biotic
133,0.408163265306122,0.553622177429102,0.0209448452408657,1.17962835066667,1.41443000088889,0.011859052,26.2663101788889,-10.4966061055556,0.00416826624069211,biotic,biotic
4038,0.408163265306122,0.553259672181557,0.0218757272515709,1.17888736666667,1.41095177,0.0118511665555556,25.5839049155556,-11.1545662444444,0.00204483195814441,biotic,biotic
133,0.408163265306122,0.552169857673616,0.0190830812194554,1.176757149,1.41446869677778,0.0118292284444444,23.6854212188889,-12.98504245,0.0025653658951975,biotic,biotic
991,0.408163265306122,0.555789191880205,0.0190830812194554,1.180776941,1.41241879766667,0.0118673581111111,26.9851088466667,-9.80355624866667,0.0100719559629322,biotic,biotic
133,0.408163265306122,0.553259672181557,0.0223411682569234,1.17884756877778,1.41175669333333,0.0118484335555556,25.3474125344444,-11.3825869922222,0.00272420248836826,biotic,biotic
133,0.408163265306122,0.552533512715665,0.0209448452408657,1.17919271633333,1.41121069577778,0.0118524203333333,25.6924064266667,-11.0499514788889,0.00363727473022105,biotic,biotic
133,0.408163265306122,0.553259672181557,0.0200139632301606,1.179674327,1.41470839255556,0.0118577593333333,26.1544403066667,-10.6044685777778,0.00294433669607126,biotic,biotic
4038,0.408163265306122,0.553259672181557,0.0209448452408657,1.17860544077778,1.41125876011111,0.0118489591111111,25.3928859933333,-11.3387424866667,0.00320350516018407,biotic,biotic
133,0.408163265306122,0.552896784080831,0.0190830812194554,1.17935007566667,1.41439782588889,0.011856582,26.0525603133333,-10.7026990244444,0.00222133860272196,biotic,biotic
4038,0.408163265306122,0.552533512715665,0.0181521992087503,1.17668053955556,1.41418745366667,0.0118301052222222,23.7613115444444,-12.9118706677778,0.00440815324877648,biotic,biotic
133,0.408163265306122,0.552896784080831,0.0200139632301606,1.17669532466667,1.41431463522222,0.0118298008888889,23.7349566388889,-12.9372814877778,0.00296667845579847,biotic,biotic
133,0.408163265306122,0.5543460410038,0.0242029322783337,1.18037506188889,1.41185892022222,0.0118663748888889,26.9000297133333,-9.88558767433333,0.0113517120764453,biotic,biotic
133,0.408163265306122,0.553622177429102,0.0190830812194554,1.17951117788889,1.41458476155556,0.0118571137777778,26.0985795688889,-10.65832827,0.00404298223419873,biotic,biotic
133,0.408163265306122,0.553622177429102,0.0214102862462183,1.17877439555556,1.41163492077778,0.0118494665555556,25.4368069133333,-11.2963949022222,0.00313763630518926,biotic,biotic
133,0.408163265306122,0.552896784080831,0.019548522224808,1.17682259888889,1.41454808,0.0118293345555556,23.6945831588889,-12.9762087077778,0.00402060592067009,biotic,biotic
133,0.408163265306122,0.552533512715665,0.0181521992087503,1.17885379933333,1.41183122755556,0.0118498012222222,25.4657671522222,-11.2684720777778,0.00366895909271947,biotic,biotic
4038,0.408163265306122,0.553622177429102,0.0186176402141029,1.17686168944444,1.41469138555556,0.0118304912222222,23.7947064422222,-12.8796720411111,0.00232315873361206,biotic,biotic
133,0.346938775510204,0.555068378071516,0.0204794042355132,1.17996304933333,1.414867835,0.0118602631111111,26.3711176688889,-10.39555303,0.0033959946026644,abiotic,abiotic
133,0.346938775510204,0.553984300233548,0.0186176402141029,1.17696597933333,1.414784594,0.0118303366666667,23.7813322288889,-12.8925671655556,0.00217485430465086,abiotic,abiotic
133,0.346938775510204,0.553984300233548,0.0209448452408657,1.17993212988889,1.41482594555556,0.0118602937777778,26.37378562,-10.3929806511111,0.00301212502037448,abiotic,abiotic
133,0.346938775510204,0.5543460410038,0.022806609262276,1.178482754,1.41141519644444,0.0118485797777778,25.3600632111111,-11.3703894933333,0.00204665498627708,abiotic,abiotic
4038,0.346938775510204,0.553984300233548,0.0200139632301606,1.177058279,1.416339101,0.0118273685555556,23.5244714611111,-13.1402266655556,0.00224541345969162,abiotic,abiotic
4038,0.346938775510204,0.5543460410038,0.0204794042355132,1.17709573977778,1.41635570444444,0.0118273745555556,23.5249837588889,-13.1397327188889,0.00229237904036168,abiotic,abiotic
133,0.346938775510204,0.555068378071516,0.0218757272515709,1.17961898577778,1.41507428755556,0.0118600406666667,26.3518622522222,-10.41411868,0.00282808130223898,abiotic,abiotic
133,0.346938775510204,0.555428975180965,0.0223411682569234,1.180297011,1.41613364,0.0118606845555556,26.4075964744444,-10.3603809655556,0.0027591847356555,abiotic,abiotic
133,0.346938775510204,0.555068378071516,0.0214102862462183,1.18017812333333,1.41602260255556,0.0118601104444444,26.3579048566667,-10.4082925322222,0.00333874269692553,abiotic,abiotic
133,0.346938775510204,0.553984300233548,0.0200139632301606,1.17717064755556,1.41596237411111,0.0118297244444444,23.7283532844444,-12.9436482966667,0.00349679158369547,abiotic,abiotic
133,0.387755102040816,0.553259672181557,0.0242029322783337,1.17954077188889,1.41261494555556,0.0118538674444444,25.8176576833333,-10.9291869711111,0.00580843608282532,abiotic,abiotic
4038,0.346938775510204,0.554707400147599,0.0269955783104492,1.17901672188889,1.41231594622222,0.0118488913333333,25.3870327877778,-11.3443860177778,0.00418005926152116,abiotic,abiotic
323,0.408163265306122,0.557942525955338,0.0148941121712823,1.17963897611111,1.41574515011111,0.0118419486666667,24.7862192688889,-11.9236771911111,0.00250811014041982,abiotic,abiotic
799,0.346938775510204,0.552533512715665,0.0223411682569234,1.18031365188889,1.41276696944444,0.0118511284444444,25.5805975211111,-11.15775516,0.00407273156523469,abiotic,abiotic
323,0.408163265306122,0.557226262620073,0.0144286711659297,1.17931653022222,1.41541795588889,0.0118427181111111,24.8528079755556,-11.8594738255556,0.00233849672959244,abiotic,abiotic
323,0.408163265306122,0.556508485659345,0.0158249941819874,1.17936389255556,1.41545632433333,0.0118392631111111,24.5538156744444,-12.1477556244444,0.00625956362675919,abiotic,abiotic
323,0.408163265306122,0.556508485659345,0.0158249941819874,1.17966622066667,1.41567463488889,0.0118390073333333,24.5316676633333,-12.16911025,0.00406454482683505,abiotic,abiotic
323,0.408163265306122,0.553259672181557,0.0209448452408657,1.18121104733333,1.41366363155556,0.0118528691111111,25.7312532633333,-11.01249621,0.00344652528072581,abiotic,abiotic
799,0.408163265306122,0.55107658634389,0.0218757272515709,1.17857367311111,1.41586797422222,0.0118304754444444,23.7933437966667,-12.8809858755556,0.00372026441070696,abiotic,abiotic
323,0.408163265306122,0.552533512715665,0.0181521992087503,1.18100136622222,1.41294392344444,0.0118542143333333,25.8476653022222,-10.9002542833333,0.00337789301130158,abiotic,abiotic
323,0.408163265306122,0.552896784080831,0.0176867582033977,1.18111039122222,1.41312626333333,0.0118537556666667,25.8079696755556,-10.9385279333333,0.00347342168472323,abiotic,abiotic
323,0.408163265306122,0.553259672181557,0.0204794042355132,1.18192361044444,1.41636637477778,0.0118616865555556,26.4943011822222,-10.2767821977778,0.00371446902076685,abiotic,abiotic
323,0.408163265306122,0.552896784080831,0.0242029322783337,1.18226545733333,1.41385265811111,0.0118580566666667,26.1801688711111,-10.5796616588889,0.00408582746503726,abiotic,abiotic
323,0.408163265306122,0.553259672181557,0.0209448452408657,1.18112810966667,1.41349613433333,0.0118516975555556,25.6298540688889,-11.1102630811111,0.00394475609249682,abiotic,abiotic
799,0.408163265306122,0.552896784080831,0.0214102862462183,1.18152909077778,1.41585804177778,0.0118621551111111,26.5348514,-10.2376845722222,0.00235047776911822,abiotic,abiotic
323,0.408163265306122,0.551805818541053,0.0237374912729812,1.17908610566667,1.41627548222222,0.0118310998888889,23.8473769111111,-12.8288883355556,0.00490433789441235,abiotic,abiotic
